id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1349911711813941209,Male only - bed in shared twin students room,380016817,Andrii,,Dublin City,53.3802597,-6.2954887,Shared room,,30,0,,,4,0,0,
1349936793177794704,Female only bed in shared student twin room,380016817,Andrii,,Dublin City,53.3802597,-6.2954887,Shared room,,30,0,,,4,0,0,
1349950281622725055,Cosy Stoneybatter Home,27551458,Gemma,,Dublin City,53.35083,-6.29046,Private room,108,2,5,2025-06-08,1.70,1,340,5,
1350183665204836736,Gorgeous 2 bed flat,109303361,Anne Marie,,Fingal,53.3755777,-6.404153099999999,Entire home/apt,107,1,2,2025-06-09,2,1,119,2,
1350683081925655108,Charming Stoneybatter Stay,570546776,Katie,,Dublin City,53.35099007898497,-6.284157667024537,Entire home/apt,201,2,0,,,1,46,0,
1350695941854701029,1 bed Airport Room sharedroom,673732226,Jose,,Dublin City,53.399384338141495,-6.255738261469743,Shared room,26,1,0,,,4,365,0,
1350714220262315369,Twin Room with Private Bathroom | Perfect for Two,667245493,Kimberly Amel,,Dublin City,53.365899144117826,-6.258693436153945,Private room,86,30,0,,,13,280,0,
1350741295778992502,2 Bed Family Friendly Home,5281708,Grace,,Dublin City,53.34131,-6.31966,Entire home/apt,,5,2,2025-05-31,2,1,13,2,
1350822367993061946,Coopers Cross Two by Dublin At Home,162402361,Ian,,Dublin City,53.3487022,-6.2351142,Entire home/apt,183,14,0,,,84,302,0,
1350873280050279308,Spacious En-suite Room,677386562,Akoji,,South Dublin,53.32464955008696,-6.393061626983651,Private room,62,2,9,2025-05-29,2.81,1,185,9,
1350899711711998533,Small but Cozy Room,674390642,Karen,,Dublin City,53.3420425,-6.3193417,Private room,60,2,14,2025-06-08,3.89,1,41,14,
1351296233394206239,Spacious Apartment in Great Area,488433061,Philip,,Dublin City,53.31976060457981,-6.266503858143653,Entire home/apt,171,2,18,2025-05-26,5.19,1,274,18,
1351501011664882958,Bright Double Bedroom in The Coombe,483024454,Lucas,,Dublin City,53.33901278010823,-6.2737924484937615,Private room,86,3,11,2025-06-07,3.20,115,154,11,
1351570960353325247,The Colorful Corner,229552289,Alessandra,,Dublin City,53.4040769,-6.1560429,Private room,40,1,5,2025-06-08,2.42,1,214,5,
1351658636184707748,Comfy Room in Lovely Stepaside,145337935,Fran,,Dn Laoghaire-Rathdown,53.26228745170037,-6.227232386035764,Private room,60,1,15,2025-06-05,4.46,2,94,15,
1352229779050703098,Central Dublin - off Leeson St.,539592147,Michelle,,Dublin City,53.33135,-6.25101,Entire home/apt,120,1,22,2025-06-10,6.17,1,299,22,
1352389606749828985,Room in Smithfield Market,128291029,Marlon,,Dublin City,53.34822,-6.27583,Private room,310,2,0,,,1,124,0,
1352402697628716270,quiet cosy 1bedroom stepaside.,128866131,Francesca,,Dn Laoghaire-Rathdown,53.25258774008344,-6.206353381276131,Private room,52,1,4,2025-06-11,4,1,361,4,
1353025227107592772,Bright Apartment in Stepaside,145337935,Fran,,Dn Laoghaire-Rathdown,53.26390696679254,-6.225536123680431,Entire home/apt,105,2,1,2025-04-23,0.58,2,6,1,
1353025235748585600,"Cozy apartment, prime location!",374996786,Esther,,Dublin City,53.34383338097197,-6.282866273541417,Entire home/apt,255,3,1,2025-03-18,0.34,1,194,1,
1353036370753391922,Rathmines Victorian Compact,544316071,Elizabeth,,Dublin City,53.32587,-6.27478,Entire home/apt,61,14,3,2025-04-28,1.01,5,289,3,
1353039029229751816,Exclusive 3-Bedroom Holiday  Cottage,66720750,Peter,,Fingal,53.5221316,-6.0903745,Entire home/apt,180,1,0,,,2,163,0,
1353085540951358546,"Modern, Chic & Cozy Home | Dublin Heart",677936119,Mathilde,,Dublin City,53.34276,-6.27227,Entire home/apt,379,2,24,2025-05-23,5.95,1,157,24,
1353268342733434848,One bed apartment in Dublin 1,660099367,Shane,,Dublin City,53.35273682528588,-6.2545212656890765,Entire home/apt,102,15,11,2025-06-08,4.93,2,274,11,
1353449696829205179,"Danwal House - Double Room
(2 Double 2 Twin Rooms)",425703920,Geraldine,,South Dublin,53.2738934168022,-6.406053629927253,Private room,92,1,0,,,4,161,0,
1353637060374248023,Stylish 2+1 bedroom in the City with free parking.,650137105,James Christian George,,Dublin City,53.35907,-6.23699,Entire home/apt,255,2,11,2025-06-09,2.92,20,139,11,
1353823362763755389,Delightful room15 mins to centre,441686258,Shane,,Dublin City,53.36145,-6.24651,Private room,119,1,2,2025-03-15,0.62,18,195,2,
1353895127837245554,Excellent room 15 mins to centre,441686258,Shane,,Dublin City,53.36149,-6.24652,Private room,,1,0,,,18,0,0,
1353899926996120782,1 Bed (I) for Male only |Shared with 3 Males,127935371,Gabriela,,Dublin City,53.35775,-6.28091,Shared room,29,5,0,,,10,285,0,
1354202009467174357,"Modern house, great location!",104096505,Anna,,Dublin City,53.387448139953285,-6.244611103075318,Entire home/apt,125,1,1,2025-05-04,0.73,1,165,1,
1354280764847249670,2 Bedroom Standard Apt - Doubles,358036270,Dermot,,Dublin City,53.3510901,-6.2514014,Entire home/apt,286,1,2,2025-05-28,2,6,39,2,
1354377096304521490,"Own room (single) in cosy, central home.",49731286,Denis,,Dublin City,53.32978323473124,-6.290734208677223,Private room,33,28,0,,,3,115,0,
1354384330768363025,"Charming & Spacious Gem in Portobello, Dublin",388275009,Clodagh,,Dublin City,53.33103,-6.26719,Entire home/apt,250,2,8,2025-06-08,6.86,1,45,8,
1354541968196032044,Bright 1 Bed Apartment In Dublin 6,483024454,Lucas,,Dublin City,53.32251430198588,-6.277385763532618,Entire home/apt,113,3,12,2025-06-08,3.21,115,93,12,
1354545111424685201,"Danwal House -Twin Room
(2 Double 2 Twin Rooms)",425703920,Geraldine,,South Dublin,53.27464894340549,-6.406351644960308,Private room,90,1,0,,,4,349,0,
1354550176885189884,"Danwal House - Double Room
(2 Double 2 Twin Rooms)",425703920,Geraldine,,South Dublin,53.27382115251425,-6.40597791762499,Private room,88,1,2,2025-05-27,1.46,4,344,2,
1354678019284917374,Unique 3 Bedroom House in Phibsborough,483024454,Lucas,,Dublin City,53.3618461830419,-6.281981083080523,Entire home/apt,185,3,11,2025-06-04,4.02,115,27,11,
1354706569465031260,Beautiful Ensuite Bedroom in Phibsborough,483024454,Lucas,,Dublin City,53.36338,-6.28262,Private room,81,3,4,2025-04-14,1.18,115,27,4,
1354718933671394187,Lovely Ensuite Bedroom in Phibsborough,483024454,Lucas,,Dublin City,53.36363,-6.28088,Private room,81,3,3,2025-05-24,1.00,115,41,3,
1354729599976411241,Cosy Single Bedroom in Phibsborough,483024454,Lucas,,Dublin City,53.36188299758487,-6.281121699797963,Private room,47,3,5,2025-05-24,1.36,115,37,5,
1354751117785655746,Spacious 1-Bedroom Flat in Phibsborough,483024454,Lucas,,Dublin City,53.363792624199036,-6.281865741045046,Entire home/apt,,14,3,2025-03-29,0.94,115,0,3,
1354762688051616652,Stylish 1-Bedroom Flat in Phibsborough,483024454,Lucas,,Dublin City,53.36411,-6.28061,Entire home/apt,116,3,14,2025-06-01,4.16,115,141,14,
1354773292612498914,Cute Single Studio in Phibsborough,483024454,Lucas,,Dublin City,53.36224,-6.28216,Entire home/apt,84,3,4,2025-04-28,1.30,115,130,4,
1354996037990894300,Homely & Spacious 2BD Close to Phoenix Park & City,548830634,James,,Dublin City,53.35007799852717,-6.349196251666814,Entire home/apt,161,2,12,2025-06-01,3.50,38,100,12,
1355020128203141963,Cosy One-Bed in Prime Location,227248657,Ciara,,Dublin City,53.33966,-6.23542,Entire home/apt,128,4,7,2025-05-10,2.16,1,100,7,
1355094361432139532,The Nook: A Cozy & Stylish Apartment,127837679,Brian,,Dn Laoghaire-Rathdown,53.24809330593049,-6.146815952710889,Entire home/apt,160,6,1,2025-03-22,0.36,1,211,1,
1355162990057317594,Stylish Temple Bar Apartment w/River Views,167543404,David,,Dublin City,53.34600868821561,-6.260787609549554,Entire home/apt,431,2,9,2025-06-05,6.59,1,239,9,
1355210658714593794,Comfy Apartment for Students,661277509,Aniket,,Dublin City,53.33644,-6.26698,Private room,83,2,0,,,1,68,0,
1355215994796290463,Modern refurbished city pad!,673300373,Adrian,,Dublin City,53.34065542691709,-6.232601006679723,Entire home/apt,,1,17,2025-04-28,4.55,1,0,17,
1355374229168904621,Airport and parking,487186961,Kevin,,Fingal,53.44407722215234,-6.227491292968958,Private room,96,1,12,2025-06-03,3.24,3,278,12,
1355710287653052108,GuestReady - Charming flat in Phibsborough,678421593,Ashweetha,,Dublin City,53.36055873573485,-6.264463808876511,Entire home/apt,165,1,1,2025-03-24,0.37,1,69,1,
1355772135726857521,Charming Apartment in Dublin's Historic Center,526772,Liam,,Dublin City,53.3411,-6.2559,Entire home/apt,260,2,39,2025-06-07,11.25,15,213,39,
1355774383631434493,Charming City Center Flat - Walk Everywhere!,526772,Liam,,Dublin City,53.33947,-6.25768,Entire home/apt,360,2,39,2025-06-12,11.70,15,199,39,
1355777046003460856,Modern 1-Bedroom Apartment - Close to Everything!,526772,Liam,,Dublin City,53.34088,-6.25623,Entire home/apt,333,2,31,2025-06-06,8.94,15,218,31,
1355778549504872236,Modern Central Escape in Dublin's Heart,526772,Liam,,Dublin City,53.34012,-6.25602,Entire home/apt,313,2,27,2025-06-08,8.02,15,219,27,
1355779825656571827,Newly Refurbished Designer Apt - Dream Location,526772,Liam,,Dublin City,53.3405364,-6.2570947,Entire home/apt,333,2,30,2025-06-04,8.57,15,233,30,
1355781101689600027,Cosy Downtown Apartment in a Prime Location,526772,Liam,,Dublin City,53.33965,-6.25814,Entire home/apt,446,2,31,2025-06-11,8.94,15,205,31,
1355782305373241978,Stunning Large Penthouse in a Perfect Location,526772,Liam,,Dublin City,53.3405364,-6.2570947,Entire home/apt,598,2,30,2025-06-08,8.74,15,102,30,
1355786368091077360,Airport/swords twin room,487186961,Kevin,,Fingal,53.44357714028473,-6.228081621229649,Private room,,1,0,,,3,0,0,
1355909667101323363,Stay comfortably in a modern cosy house,453572217,Saidur Rahman,,South Dublin,53.27921,-6.33058,Private room,62,2,0,,,2,362,0,
1355935477137566075,Room Lagos,675825943,Folashade Abigail,,Fingal,53.42686399999999,-6.3819181,Private room,62,1,1,2025-04-04,0.42,6,344,1,
1355952646926798837,Small Double (Room Madrid),675825943,Folashade Abigail,,Fingal,53.42686399999999,-6.3819181,Private room,60,1,1,2025-05-15,1,6,334,1,
1356364679717145481,Dublin City Centre Cozy Flat,667903905,Le,,Dublin City,53.34883,-6.26181,Entire home/apt,209,1,12,2025-06-12,3.71,15,155,12,
1356438046296421329,Dublin citycenter 1 Bedroom Flat Maximum 5 adult,667903905,Le,,Dublin City,53.346951147227415,-6.262956492480504,Entire home/apt,287,1,16,2025-06-08,4.90,15,135,16,
1356448074279514876,Greencity one double bed deluxe studio in Dublin,667903905,Le,,Dublin City,53.34886916150033,-6.263085523614868,Entire home/apt,208,1,6,2025-05-29,1.86,15,140,6,
1356454146450156809,Dublin City Center double bed Studio,667903905,Le,,Dublin City,53.34815871191524,-6.263396217680889,Entire home/apt,221,1,12,2025-06-10,4.34,15,140,12,
1357112077423543432,5 Bedroom House in Dublin 9,109863391,Conrad,,Dublin City,53.38727175503993,-6.2564365938305855,Entire home/apt,392,2,3,2025-06-09,3,1,27,3,
1357144425979143820,Mountainside Gem,13479830,Jose,,Dn Laoghaire-Rathdown,53.2576278531501,-6.222494958867941,Entire home/apt,141,3,0,,,1,163,0,
1357162159728039936,Single Room Swords,489093925,Washington,,Fingal,53.46243741731857,-6.242217579881298,Private room,60,1,0,,,8,118,0,
1357299692522039292,Superb Bellevue 1-bedroom apartment,666764991,Andrius,,Dublin City,53.3469493477613,-6.309604642852791,Entire home/apt,262,1,12,2025-06-04,3.83,1,353,12,
1357311427476864246,Urban comfort,19740223,Aoife,,Dublin City,53.32095386355814,-6.267531700813137,Entire home/apt,270,7,0,,,2,13,0,
1357366195948316448,Cozy & Elegant Private Room!,308079947,Aswin,,Fingal,53.428596619152046,-6.390823181968014,Private room,63,1,4,2025-06-03,1.35,2,364,4,
1357404649444719981,O'Connell Loft,33095768,Svetlana,,Dublin City,53.3533176481152,-6.259369371509495,Entire home/apt,219,2,1,2025-06-08,1,1,43,1,
1358070867785791696,Quirky Van Bed in Dublin City!,144608403,Ken,,Dublin City,53.3457,-6.23623,Entire home/apt,57,1,20,2025-06-08,5.77,1,226,20,
1358428884544218899,Salt Air & City Lights,40594010,Reo,,Dublin City,53.33897,-6.22138,Private room,142,1,2,2025-04-23,0.62,1,253,2,
1358529277033993455,Upgraded Loft Style Duplex at Rathmines Village,548830634,James,,Dublin City,53.319598979299,-6.274578619582312,Entire home/apt,167,2,8,2025-06-07,2.76,38,243,8,
1358834058140752716,Cozy Room | Great Location & Easy City Access,679352991,Alis Veronica,,Dublin City,53.37729,-6.3099,Private room,77,3,11,2025-06-08,3.44,1,71,11,
1359276214012047380,Italian Charm: Cozy Room 4 Women,80553997,Sara,,Dublin City,53.3614071,-6.3030351,Private room,55,3,1,2025-03-30,0.39,1,115,1,
1359313807965571279,The Newcastle Luxe: Single Room free parking,444702427,Annitta Elizabeth,,South Dublin,53.2983406,-6.497414699999999,Private room,117,2,1,2025-05-17,1,3,347,1,
1359330650897773950,The Newcastle Luxe: Double Room free parking,444702427,Annitta Elizabeth,,South Dublin,53.2983406,-6.497414699999999,Private room,126,2,0,,,3,341,0,
1359336385533203514,Two bedrooms near Airport & Train (4 guests),101999327,James,,Fingal,53.48962417379418,-6.155373344449909,Private room,151,1,7,2025-06-12,2.16,2,6,7,
1359381467670062882,4 Bedroom Family/Group Apartment,206381284,April,,Fingal,53.400459154087336,-6.256681144180296,Entire home/apt,251,1,5,2025-05-29,4.41,3,187,5,
1359425002087146915,Cozy Two Bed Apartment,446192403,Lucian,,Dublin City,53.36133,-6.30098,Entire home/apt,135,30,0,,,3,160,0,
1359539000806350114,2 Bedroom Garden Terrace,177833932,Anna,,Dublin City,53.34767,-6.2621,Entire home/apt,171,4,5,2025-04-25,1.42,213,15,5,
1359589850484784898,Heart of Dublin's Liberties!,110849660,Dónal,,Dublin City,53.34081,-6.289,Entire home/apt,,4,0,,,1,0,0,
1359678907159654089,Cozy Double Room in CityCentre,448554086,Ipek,,Dublin City,53.35693724760441,-6.268314756453037,Private room,86,2,13,2025-06-06,3.79,2,96,13,
1359836726936193959,1 Bed (J) for Male only |Shared with 3 Males,127935371,Gabriela,,Dublin City,53.35771,-6.27992,Shared room,30,5,6,2025-05-22,1.80,10,339,6,
1360005248118451930,"En suite Room, Smithfield Market",165381427,Enrique,,Dublin City,53.3478374,-6.278885,Private room,150,2,7,2025-06-09,2.16,1,346,7,
1360021834165206479,Rush-tastic,2975089,Thomas,,Fingal,53.5319574,-6.0956834,Private room,73,2,0,,,1,365,0,
1360092331527128447,Triple room in D01 400m to Spire,679735516,Lei,,Dublin City,53.35246,-6.25418,Private room,134,2,4,2025-05-31,1.52,1,50,4,
1360648306664244937,1 bed Aiport sharedroom,543634729,Luís Eduardo,,Dublin City,53.39898063285213,-6.2537703834467075,Shared room,21,4,0,,,7,365,0,
1360653558877484054,Camera matrimoniale sul parco,149862824,Stefano,,Fingal,53.39273611022606,-6.374500319045284,Private room,86,2,0,,,1,297,0,
1360853651523591175,Boutique Style Apartment in Georgian Townhouse,49564122,Shane,,Dn Laoghaire-Rathdown,53.2924094,-6.142449999999999,Entire home/apt,160,3,10,2025-05-19,3.09,3,52,10,
1360861307224384084,Bright Georgian One-Bedroom Apartment,49564122,Shane,,Dn Laoghaire-Rathdown,53.2924094,-6.142449999999999,Entire home/apt,175,3,11,2025-05-22,3.59,3,51,11,
1360867614307950655,Secluded Two Bedroom Georgian Apartment,49564122,Shane,,Dn Laoghaire-Rathdown,53.29241,-6.142445,Entire home/apt,174,3,12,2025-05-27,3.87,3,53,12,
1361472116933895775,Cozy room in Dublin City,306517806,Isabelle,,Dublin City,53.35289,-6.28078,Private room,77,2,1,2025-03-18,0.34,2,62,1,
1361767964700577516,"Ballsbridge bliss, spacious luxury",33353654,Niamh,,Dublin City,53.3373353920843,-6.239118041243338,Entire home/apt,253,2,14,2025-06-10,4.33,21,129,14,
1361807015991580315,Luxe 2 bedroom house Newcastle,444702427,Annitta Elizabeth,,South Dublin,53.29952309475611,-6.498516764170176,Private room,169,2,0,,,3,241,0,
1362059773890588780,Aderrig Lane,135399041,Aanchal,,South Dublin,53.34216251767484,-6.472318109619306,Private room,77,2,0,,,1,87,0,
1362221754900765202,Perfect Location for Tourism.,549906271,Bruno,,Dublin City,53.35277817103767,-6.253458513819916,Private room,66,2,11,2025-05-26,4.02,2,223,11,
1362327722423939476,Inviting Double Room in Dublin | Shared bathroom,657078826,Thiago Nascimento,,South Dublin,53.34121,-6.40578,Private room,63,2,16,2025-06-08,4.53,3,140,16,
1362348056346257330,Temple Bar Trinity Gates 3,177833932,Anna,,Dublin City,53.34656,-6.26031,Entire home/apt,271,3,4,2025-05-25,1.19,213,245,4,
1362351349202150738,Modern Double Room Ensuite with Balcony,91281168,Adrian,,Dublin City,53.34691,-6.27976,Private room,126,2,9,2025-05-26,2.78,1,68,9,
1362358921737111218,Temple Bar Trinity Gates 2,177833932,Anna,,Dublin City,53.34485,-6.25987,Entire home/apt,244,3,1,2025-05-25,1,213,230,1,
1362368606517289831,Temple Bar Trinity Gates 4,177833932,Anna,,Dublin City,53.34672,-6.25979,Entire home/apt,348,3,3,2025-05-26,1.30,213,230,3,
1362370455964859713,Temple Bar Trinity Gates Loft,177833932,Anna,,Dublin City,53.34665,-6.2601,Entire home/apt,399,3,8,2025-05-26,2.47,213,340,8,
1362976730670984278,"Luxury 4 Bed, South Dublin",520317790,Micheal,,Dn Laoghaire-Rathdown,53.28943251525233,-6.210029226968638,Entire home/apt,650,1,0,,,1,339,0,
1363029919875307879,Modern & Spacious Apt. in Quiet Area close to city,38622508,Sarah,,Dublin City,53.37484,-6.24386,Entire home/apt,317,2,3,2025-06-03,1.00,2,26,3,
1363094502227917983,happy place,680505856,Mayara,,Dublin City,53.344729898066,-6.2392925797535375,Private room,123,14,0,,,1,340,0,
1363095408794540992,Room with a View,650313423,Bernadette,,Fingal,53.376999784647474,-6.384793035686016,Private room,,1,0,,,1,0,0,
1363098762166975632,Stay in city centre,45913585,Carlos,,Dublin City,53.3419,-6.27279,Private room,95,2,7,2025-06-10,2.41,1,6,7,
1363120202892525750,"Lovely Townhouse in Dublin 8
With Parking",95920711,Luke,,Dublin City,53.340464395085014,-6.310187521650897,Entire home/apt,241,2,4,2025-06-09,4,1,185,4,
1363160472584183585,Dublin Central 2 Bed Apartment,77305076,Eoin,,Dublin City,53.35488595034265,-6.2646448239684105,Entire home/apt,,1,4,2025-05-25,1.74,1,0,4,
1363208747047445924,Bedroom in a Stylish Design Home,305311034,Sebastien,,Dublin City,53.3075162073758,-6.292319084141201,Private room,115,1,9,2025-06-02,2.78,1,23,9,
1363218872595530494,Stylish Dublin 4 One Bedroom Apt,680553744,Trióna,,Dn Laoghaire-Rathdown,53.30909421987194,-6.2167234353101355,Entire home/apt,185,2,0,,,1,138,0,
1363240381676011099,Royal canal park,47868950,Eojin,,Dublin City,53.37592069999999,-6.317745500000001,Private room,60,2,5,2025-06-08,1.74,1,155,5,
1363575452851185778,Waterfront Studio in Howth,18093654,David,,Fingal,53.38778932312318,-6.064385457433388,Entire home/apt,133,3,1,2025-05-26,1,13,49,1,
1363600668560506472,Scenic Howth Marina Getaway,18093654,David,,Fingal,53.388577417468,-6.065698956715556,Entire home/apt,133,3,0,,,13,87,0,
1363646490364085901,Cozy self contain house (1 bedroom 1 living room),680668476,Emmanuel,,South Dublin,53.2695529,-6.373126099999999,Entire home/apt,109,1,0,,,1,325,0,
1363660471546578739,Cosy quiet space 2 bed 2 bath with parking,57845028,Brian,,Fingal,53.47359230550486,-6.23298339545428,Entire home/apt,154,14,2,2025-03-24,0.71,5,314,2,
1363753092662186820,South Dublin Oasis Gem – 2BR/2BA,88898135,Yanqing,,Dn Laoghaire-Rathdown,53.28681443570398,-6.234141548121036,Entire home/apt,193,1,5,2025-06-09,1.67,1,20,5,
1363761488287073645,Private Room in 2BR Apartment,135068606,Erdinç,,South Dublin,53.29297,-6.27885,Private room,66,1,2,2025-04-19,0.67,1,175,2,
1363834385809763580,Cozy Modern Room near Dublin,54163583,Lucas,,Fingal,53.609653382000744,-6.21215709843421,Private room,74,1,3,2025-05-27,1.30,1,326,3,
1363860521400378793,Modern Comfort in Dublin’s Heart Apartment A,680746044,Cian,,Dublin City,53.349376735059714,-6.2586530059795304,Entire home/apt,296,2,12,2025-05-27,3.71,2,298,12,
1363931775645388437,Dublin City Central Gorgeous Flat,667903905,Le,,Dublin City,53.3474,-6.26276,Entire home/apt,244,1,5,2025-05-21,2.21,15,127,5,
1363957895922676307,Modern Comfort in Dublin’s Heart Apartment C,680746044,Cian,,Dublin City,53.3500459,-6.2580288,Entire home/apt,230,1,6,2025-05-19,2.02,2,347,6,
1364014782357167785,Dublin citycenter 1 Bedroom deluxe apartment,667903905,Le,,Dublin City,53.348921759993345,-6.261227540625041,Entire home/apt,230,1,2,2025-05-14,1.03,15,101,2,
1364024128591809708,Dublin citycenter gorgeous double bed Studio,667903905,Le,,Dublin City,53.34848,-6.2628,Entire home/apt,272,1,9,2025-06-03,3.55,15,161,9,
1364369672595015210,2 bedroom apartment in Lucan,525635121,Japneet,,South Dublin,53.33921,-6.45909,Entire home/apt,192,1,7,2025-06-05,2.50,1,41,7,
1364377008437020433,Cosy City Centre 2 bed,327296805,David,,Dublin City,53.340901,-6.272888900000001,Entire home/apt,199,3,10,2025-05-27,3.03,2,25,10,
1364732924822805087,The Studio,49352581,Tom,,Fingal,53.3711362313407,-6.055770093115235,Entire home/apt,109,2,2,2025-05-14,0.79,16,12,2,
1364741633126728607,Dublin citycenter 3 Bedrooms Apartment,667903905,Le,,Dublin City,53.34871162994433,-6.261005114004625,Entire home/apt,446,1,27,2025-06-10,9.00,15,101,27,
1364747525550532477,Dublin City Central 2-Bedrooms Apartment,667903905,Le,,Dublin City,53.34914632347101,-6.260888957473539,Entire home/apt,318,1,12,2025-06-11,4.14,15,159,12,
1364751089343107829,Dublin citycenter 1 bedroom Apartment,667903905,Le,,Dublin City,53.34848226685806,-6.260912202403981,Entire home/apt,403,1,4,2025-05-19,2.50,15,172,4,
1365105374321093691,The Island Golf Lodge,681110253,John,,Fingal,53.46538725461501,-6.135947389963617,Entire home/apt,972,1,1,2025-04-20,0.55,1,319,1,
1365143231209205837,"Bright, modern, central 1bed",16059637,Angela,,Dublin City,53.3419949,-6.2350803,Entire home/apt,150,2,4,2025-05-26,2.22,1,26,4,
1365181671443598052,GuestReady - Stunning Apartment near Canal,681132988,Ashweetha,,Dublin City,53.33792,-6.24315,Entire home/apt,200,1,4,2025-06-04,1.35,1,296,4,
1365184716687783390,Bright Double Room South Dublin,142607690,Kerry,,South Dublin,53.28584751253991,-6.293906969975282,Private room,54,1,6,2025-05-21,1.80,1,340,6,
1365200060590092745,Twin room at Christchurch,218613196,Rory,,Dublin City,53.344162177155255,-6.275660241489049,Private room,100,14,0,,,43,64,0,
1365210359455166362,Private room at Blessington Park,218613196,Rory,,Dublin City,53.35870380296632,-6.273484311457622,Private room,52,14,0,,,43,58,0,
1365225419725109747,Twin En-Suite room -Phibsborough,218613196,Rory,,Dublin City,53.36010540272765,-6.2712182839800485,Private room,110,14,0,,,43,71,0,
1365246512919599264,Private room in Portobello,218613196,Rory,,Dublin City,53.33490167551133,-6.272270634973775,Private room,59,14,0,,,43,35,0,
1365291369719205620,Cozy Little Studio Apartment,444128497,Mildred,,Dublin City,53.358881937078564,-6.243469643594485,Entire home/apt,,14,0,,,21,54,0,
1365802425768336516,3 minutes walk to Luas stop,681310541,Juan,,Dn Laoghaire-Rathdown,53.25814034920512,-6.208840374720818,Private room,103,2,2,2025-06-05,2,1,66,2,
1365929131966683692,Place to stay in Dublin City,306517806,Isabelle,,Dublin City,53.35315,-6.28059,Private room,113,1,3,2025-06-08,1.01,2,350,3,
1366182961091783242,Stephens Green 2 Bed + 2 Bath,177833932,Anna,,Dublin City,53.33727,-6.26251,Entire home/apt,232,4,2,2025-05-11,0.63,213,175,2,
1366547040287176975,A cozy homestay near airport,412284231,Pratik Babasaheb,,Fingal,53.4729339,-6.2479995,Private room,65,1,10,2025-06-07,3.37,1,280,10,
1366640235674116977,"Refurbed, Modern & Stylish 3BD w/Garden / Pets OK",548830634,James,,Fingal,53.373441284706836,-6.406188515052352,Entire home/apt,193,2,17,2025-06-07,5.26,38,316,17,
1366802398886229766,Modern Ensuite Bedroom In East Wall,483024454,Lucas,,Dublin City,53.3569,-6.23672,Private room,91,3,7,2025-06-06,2.41,115,72,7,
1366831637680258514,Cozy Cottage in the Liberties,167259902,Armando,,Dublin City,53.33698,-6.28498,Entire home/apt,148,2,10,2025-06-02,3.09,1,339,10,
1366971303118907509,Unique Ensuite Bedroom In East Wall,483024454,Lucas,,Dublin City,53.356178758706534,-6.236292618934187,Private room,97,3,9,2025-06-08,3.55,115,194,9,
1366977040625586765,Beautiful Ensuite Bedroom In East Wall,483024454,Lucas,,Dublin City,53.35639194914765,-6.236916183546132,Private room,91,3,3,2025-05-18,2.25,115,10,3,
1366983283075257552,Cosy Single Bedroom In East Wall,483024454,Lucas,,Dublin City,53.356582343133454,-6.23649011857829,Private room,71,3,10,2025-05-28,3.75,115,181,10,
1367210791081459310,Dublin City Center Apartment,137516655,Filipe,,Dublin City,53.34652,-6.26566,Entire home/apt,224,1,16,2025-06-12,5.22,1,69,16,
1367371272550167863,Kevin’s house,660353921,Kevin,,Dublin City,53.37562648367715,-6.214695051312447,Entire home/apt,150,7,1,2025-04-24,0.59,1,104,1,
1367386829442372886,large single room.with one single bed & free Wifi,81522507,Sharon,,Fingal,53.38521878145467,-6.367688740940709,Private room,59,1,6,2025-05-25,1.86,4,149,6,
1367431583383586295,Room near seaside in Dublin,6030112,Chantal,,Dublin City,53.37558,-6.19656,Private room,118,1,3,2025-06-07,0.93,1,359,3,
1367494888331433288,2 Bed Apartment 2 mins from Aviva,135904724,Jack,,Dublin City,53.33801,-6.23895,Entire home/apt,,2,0,,,1,154,0,
1367602707931000331,Canal side home close to centre,1277754,Audrey,,Dublin City,53.3311071,-6.2892853,Entire home/apt,351,2,3,2025-05-19,1.18,1,354,3,
1367687112541484054,EntireHouse-15min walk TempleBar,533068597,Huseyin,,Dublin City,53.35036,-6.27848,Entire home/apt,205,3,12,2025-06-03,4.74,3,108,12,
1368005892393651950,Stylish sunny apartment with balcony in Dublin,41345171,Gian-Piéro,,Dublin City,53.33754100414332,-6.233471043142806,Entire home/apt,108,14,2,2025-05-25,1.67,1,154,2,
1368174422552708707,Shared and mix room,572590074,Fernando,,Fingal,53.39878,-6.24726,Shared room,60,1,3,2025-05-01,0.92,4,152,3,
1368223451452598146,Cosy room with private bathroom in D8,12710640,Yasmeen,,Dublin City,53.3357771,-6.2751715,Private room,106,2,5,2025-05-25,1.70,1,93,5,
1368230203425213905,Stylish 3-bed -Central location,325654503,Lucy Maureen,,Dublin City,53.36220749643864,-6.253813520244514,Entire home/apt,285,3,9,2025-06-08,3.25,1,97,9,
1368232623674226924,Perfect Dublin Getaway apartment,52304384,Christian,,Dublin City,53.39454,-6.25475,Entire home/apt,,2,4,2025-03-24,1.22,1,0,4,
1368251580662476439,Double room near center,681970545,远清,,Dublin City,53.34038,-6.27605,Private room,84,2,4,2025-05-12,1.74,4,82,4,
1368266654172892850,Carmans Rooms - Guinness Suite,234581469,Michael,,Dublin City,53.3398,-6.27844,Entire home/apt,230,2,11,2025-05-28,4.34,5,35,11,
